date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:00:30	20974/20974	---M--	200	added ('OK')	image/png	etag:%2265e4b70c-51ee%22	https://pikakid98.github.io/yt/assets/img/@pikakid98-music.png	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/yt/assets/img/@pikakid98-music.png	(from https://pikakid98.github.io/yt/)
02:00:30	1717/1717	---M-Z	200	added ('OK')	text/html	etag:W/%226578cb1c-6b5%22	https://pikakid98.github.io/games.html	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/games-2.html	(from https://pikakid98.github.io/games)
02:00:30	1702/1702	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%226578cb1c-6a6%22	https://pikakid98.github.io/'https://pikakid98games.wordpress.com/'	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/'https_/pikakid98games.wordpress.com/'	(from https://pikakid98.github.io/games)
02:00:31	1712/1712	---M-Z	200	added ('OK')	text/html	etag:W/%226578cb1c-6b0%22	https://pikakid98.github.io/discord.html	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/discord-2.html	(from https://pikakid98.github.io/discord)
02:00:31	1702/1702	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%226578cb1c-6a6%22	https://pikakid98.github.io/'https://discord.gg/VkGbzXU'	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/'https_/discord.gg/VkGbzXU'	(from https://pikakid98.github.io/discord)
02:00:31	4397/4397	---M-Z	200	added ('OK')	text/css	etag:W/%22651f7a90-112d%22	https://pikakid98.github.io/support-me/assets/css/style.css?v=f818e7006116985634369091eeabdca81be758f9	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/support-me/assets/css/styledfde.css	(from https://pikakid98.github.io/support-me/)
02:00:32	99678/99678	---M-Z	200	added ('OK')	image/vnd.microsoft.icon	etag:W/%22651f7a8c-1855e%22	https://pikakid98.github.io/support-me/favicon.ico	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/support-me/favicon.ico	(from https://pikakid98.github.io/support-me/)
02:00:32	98977/98977	---M--	200	added ('OK')	image/png	etag:%22651f7a8c-182a1%22	https://pikakid98.github.io/support-me/assets/images/direct.png	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/support-me/assets/images/direct.png	(from https://pikakid98.github.io/support-me/)
02:00:32	7958/7958	---M-Z	200	added ('OK')	text/html	etag:W/%22651f7a90-1f16%22	https://pikakid98.github.io/support-me/hire-me	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/support-me/hire-me.html	(from https://pikakid98.github.io/support-me/)
02:00:32	49724/49724	---M--	200	added ('OK')	image/png	etag:%22651f7a8c-c23c%22	https://pikakid98.github.io/support-me/assets/images/va_temp.png	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/support-me/assets/images/va_temp.png	(from https://pikakid98.github.io/support-me/)
02:00:33	105734/105734	---M--	200	added ('OK')	image/png	etag:%22651f7a8c-19d06%22	https://pikakid98.github.io/support-me/assets/images/gj.png	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/support-me/assets/images/gj.png	(from https://pikakid98.github.io/support-me/)
02:00:33	1721/1721	---M-Z	200	added ('OK')	text/html	etag:W/%226578cb1c-6b9%22	https://pikakid98.github.io/twitter.html	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/twitter-2.html	(from https://pikakid98.github.io/twitter)
02:00:33	1702/1702	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%226578cb1c-6a6%22	https://pikakid98.github.io/'https://twitter.com/Pikakid98FromYT'	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/'https_/twitter.com/Pikakid98FromYT'	(from https://pikakid98.github.io/twitter)
02:00:33	4243/4243	---M--	200	added ('OK')	image/gif	etag:%226578b4b8-1093%22	https://pikakid98.github.io/weebly-archive/backblue.gif	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/backblue.gif	(from https://pikakid98.github.io/weebly-archive/)
02:00:34	828/828	---M--	200	added ('OK')	image/gif	etag:%226578b4b8-33c%22	https://pikakid98.github.io/weebly-archive/fade.gif	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/fade.gif	(from https://pikakid98.github.io/weebly-archive/)
02:00:34	135314/135314	---M-Z	200	added ('OK')	text/html	etag:W/%226578b4b8-21092%22	https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/index.html	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/index.html	(from https://pikakid98.github.io/weebly-archive/)
02:00:34	26387/26387	---M-Z	200	added ('OK')	text/html	etag:W/%226578b4b8-6713%22	https://pikakid98.github.io/weebly-archive/tsoasnc-walkthrough.weebly.com/index.html	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/tsoasnc-walkthrough.weebly.com/index.html	(from https://pikakid98.github.io/weebly-archive/)
02:00:35	31596/31596	---M-Z	200	added ('OK')	text/html	etag:W/%226578b4b8-7b6c%22	https://pikakid98.github.io/weebly-archive/am2r-lives.weebly.com/index.html	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/am2r-lives.weebly.com/index.html	(from https://pikakid98.github.io/weebly-archive/)
02:00:35	28056/28056	---M-Z	200	added ('OK')	text/html	etag:W/%226578b4b8-6d98%22	https://pikakid98.github.io/weebly-archive/thepikakid98graveyard.weebly.com/index.html	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/thepikakid98graveyard.weebly.com/index.html	(from https://pikakid98.github.io/weebly-archive/)
02:00:35	1218/1218	---M--	200	added ('OK')	image/png	etag:%2265e4b70c-4c2%22	https://pikakid98.github.io/yt/assets/images/bkg.png	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/yt/assets/images/bkg.png	(from https://pikakid98.github.io/yt/assets/css/style.css?v=28b2832d83da2f0aade21621b8f29fd5b5f185e6)
02:00:35	603/603	---M--	200	added ('OK')	image/png	etag:%2265e4b70c-25b%22	https://pikakid98.github.io/yt/assets/images/bullet.png	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/yt/assets/images/bullet.png	(from https://pikakid98.github.io/yt/assets/css/style.css?v=28b2832d83da2f0aade21621b8f29fd5b5f185e6)
02:00:36	268/268	---M--	200	added ('OK')	image/png	etag:%2265e4b70c-10c%22	https://pikakid98.github.io/yt/assets/images/blacktocat.png	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/yt/assets/images/blacktocat.png	(from https://pikakid98.github.io/yt/assets/css/style.css?v=28b2832d83da2f0aade21621b8f29fd5b5f185e6)
02:00:36	1218/1218	---M--	200	added ('OK')	image/png	etag:%22649f1309-4c2%22	https://pikakid98.github.io/support-me/assets/images/bkg.png	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/support-me/assets/images/bkg.png	(from https://pikakid98.github.io/support-me/assets/css/style.css?v=f818e7006116985634369091eeabdca81be758f9)
02:00:36	603/603	---M--	200	added ('OK')	image/png	etag:%22649f1309-25b%22	https://pikakid98.github.io/support-me/assets/images/bullet.png	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/support-me/assets/images/bullet.png	(from https://pikakid98.github.io/support-me/assets/css/style.css?v=f818e7006116985634369091eeabdca81be758f9)
02:00:36	268/268	---M--	200	added ('OK')	image/png	etag:%22649f1309-10c%22	https://pikakid98.github.io/support-me/assets/images/blacktocat.png	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/support-me/assets/images/blacktocat.png	(from https://pikakid98.github.io/support-me/assets/css/style.css?v=f818e7006116985634369091eeabdca81be758f9)
02:00:37	7958/7958	---M-Z	200	added ('OK')	text/html	etag:W/%22651f7a90-1f16%22	https://pikakid98.github.io/support-me/hire-me.html	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/support-me/hire-me-2.html	(from https://pikakid98.github.io/support-me/hire-me)
02:00:37	2574/2574	---M-Z	200	added ('OK')	text/html	etag:W/%22651f7a90-a0e%22	https://pikakid98.github.io/support-me/hire-me/2poundexample	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/support-me/hire-me/2poundexample.html	(from https://pikakid98.github.io/support-me/hire-me)
02:00:37	2479/2479	---M-Z	200	added ('OK')	text/html	etag:W/%22651f7a90-9af%22	https://pikakid98.github.io/support-me/hire-me/5poundexample	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/support-me/hire-me/5poundexample.html	(from https://pikakid98.github.io/support-me/hire-me)
02:00:37	2701/2701	---M-Z	200	added ('OK')	text/html	etag:W/%22651f7a90-a8d%22	https://pikakid98.github.io/support-me/hire-me/clients	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/support-me/hire-me/clients.html	(from https://pikakid98.github.io/support-me/hire-me)
02:00:38	23538/23538	---M--	200	added ('OK')	image/png	etag:%22651f7a8c-5bf2%22	https://pikakid98.github.io/support-me/assets/images/ex1.png	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/support-me/assets/images/ex1.png	(from https://pikakid98.github.io/support-me/hire-me)
02:00:38	18287/18287	---M--	200	added ('OK')	image/png	etag:%22651f7a8c-476f%22	https://pikakid98.github.io/support-me/assets/images/ex2.png	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/support-me/assets/images/ex2.png	(from https://pikakid98.github.io/support-me/hire-me)
02:00:38	2909/2909	---M-Z	200	added ('OK')	text/html	etag:W/%22651f7a90-b5d%22	https://pikakid98.github.io/support-me/hire-me/feecalculator	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/support-me/hire-me/feecalculator.html	(from https://pikakid98.github.io/support-me/hire-me)
02:00:38	449/449	---M--	200	added ('OK')	image/png	etag:%226578b4b8-1c1%22	https://pikakid98.github.io/weebly-archive/cdn2.editmysite.com/images/site/footer/og-image-placeholder-blank.png	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/cdn2.editmysite.com/images/site/footer/og-image-placeholder-blank.png	(from https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/index.html)
02:00:39	185673/185673	---M--	200	added ('OK')	image/png	etag:%226578b4b8-2d549%22	https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/files/theme/8.png	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/files/theme/8.png	(from https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/index.html)
02:00:39	211484/211484	---M-Z	200	added ('OK')	text/css	etag:W/%226578b4b8-33a1c%22	https://pikakid98.github.io/weebly-archive/cdn2.editmysite.com/css/sites9b0c.css?buildTime=1589237601	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/cdn2.editmysite.com/css/sites9b0c9b0c.css	(from https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/index.html)
02:00:39	3931/3931	---M-Z	200	added ('OK')	text/css	etag:W/%226578b4b8-f5b%22	https://pikakid98.github.io/weebly-archive/cdn2.editmysite.com/css/old/fancybox0d4c.css?1589237601	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/cdn2.editmysite.com/css/old/fancybox0d4c0d4c.css	(from https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/index.html)
02:00:39	13086/13086	---M-Z	200	added ('OK')	text/css	etag:W/%226578b4b8-331e%22	https://pikakid98.github.io/weebly-archive/cdn2.editmysite.com/css/social-icons07f0.css?buildtime=1589237601	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/cdn2.editmysite.com/css/social-icons07f007f0.css	(from https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/index.html)
02:00:40	42075/42075	---M-Z	200	added ('OK')	text/css	etag:W/%226578b4b8-a45b%22	https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/files/main_styleeddd.css?1589287066	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/files/main_styleedddeddd.css	(from https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/index.html)
02:00:40	7160/7160	---M-Z	200	added ('OK')	application/javascript	etag:W/%226578b4b8-1bf8%22	https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/files/templateArtifactseddd.js?1589287066	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/files/templateArtifactsedddeddd.js	(from https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/index.html)
02:00:40	93636/93636	---M-Z	200	added ('OK')	application/javascript	etag:W/%226578b4b8-16dc4%22	https://pikakid98.github.io/weebly-archive/ajax.googleapis.com/ajax/libs/jquery/1.8.3/jquery.min.js	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/ajax.googleapis.com/ajax/libs/jquery/1.8.3/jquery.min.js	(from https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/index.html)
02:00:40	182542/182542	---M-Z	200	added ('OK')	application/javascript	etag:W/%226578b4b8-2c90e%22	https://pikakid98.github.io/weebly-archive/cdn2.editmysite.com/js/lang/en/stl49dc.js?buildTime=1589237601&	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/cdn2.editmysite.com/js/lang/en/stl49dc49dc.js	(from https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/index.html)
02:00:41	477188/477188	---M-Z	200	added ('OK')	application/javascript	etag:W/%226578b4b8-74804%22	https://pikakid98.github.io/weebly-archive/cdn2.editmysite.com/js/site/main9b0c.js?buildTime=1589237601	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/cdn2.editmysite.com/js/site/main9b0c9b0c.js	(from https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/index.html)
02:00:41	850/850	---M-Z	200	added ('OK')	application/javascript	etag:W/%226578b4b8-352%22	https://pikakid98.github.io/weebly-archive/www.google.com/recaptcha/api.js	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/www.google.com/recaptcha/api.js	(from https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/index.html)
02:00:41	23697/23697	---M-Z	200	added ('OK')	text/html	etag:W/%226578b4b8-5c91%22	https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/agreement/accept.html	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/agreement/accept.html	(from https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/index.html)
02:00:42	23889/23889	---M-Z	200	added ('OK')	text/html	etag:W/%226578b4b8-5d51%22	https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/agreement/decline.html	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/agreement/decline.html	(from https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/index.html)
02:00:42	26623/26623	---M-Z	200	added ('OK')	text/html	etag:W/%226578b4b8-67ff%22	https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/changes.html	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/changes.html	(from https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/index.html)
02:00:42	9677/9677	---M--	200	added ('OK')	image/png	etag:%226578b4b8-25cd%22	https://pikakid98.github.io/weebly-archive/cdn2.editmysite.com/images/site/footer/footer-toast-published-image-1.png	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/cdn2.editmysite.com/images/site/footer/footer-toast-published-image-1.png	(from https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/index.html)
02:00:42	3600/3600	---M-Z	200	added ('OK')	application/javascript	etag:W/%226578b4b8-e10%22	https://pikakid98.github.io/weebly-archive/cdn2.editmysite.com/js/site/footerSignup9c7b.js?buildTime=1702401519	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/cdn2.editmysite.com/js/site/footerSignup9c7b9c7b.js	(from https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/index.html)
02:00:43	67465/67465	---M-Z	200	added ('OK')	application/javascript	etag:W/%226578b4b8-10789%22	https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/files/theme/plugins5114.js?1589286576	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/files/theme/plugins51145114.js	(from https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/index.html)
02:00:43	6503/6503	---M-Z	200	added ('OK')	application/javascript	etag:W/%226578b4b8-1967%22	https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/files/theme/custom5114.js?1589286576	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/files/theme/custom51145114.js	(from https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/index.html)
02:00:43	534231/534231	---M-Z	200	added ('OK')	application/javascript	etag:W/%226578b4b8-826d7%22	https://pikakid98.github.io/weebly-archive/cdn2.editmysite.com/js/site/main-customer-accounts-site9b0c.js?buildTime=1589237601	C:/Users/Pika/Apps/HTTrack/Projects/https___pikakid98.github.io_/pikakid98.github.io/weebly-archive/cdn2.editmysite.com/js/site/main-customer-accounts-site9b0c9b0c.js	(from https://pikakid98.github.io/weebly-archive/pikakid98studioslegal.weebly.com/index.html)
